time_step,ground_truth_AUCROC,raw_AUCROC,raw_AUCROC_UB,raw_AUCROC_LB,filtered_AUCROC,filtered_AUCROC_UB,filtered_AUCROC_LB
46,0.69516808,0.7173591365403587,0.7200594782687871,0.7146587948119302,0.7059401406282305,0.7070783390507055,0.7048019422057555
47,0.69516808,0.6824584609672328,0.6858716917837543,0.6790452301507114,0.6990675578406126,0.700066537117157,0.6980685785640681
48,0.69516808,0.7343260552317745,0.7364908283490743,0.7321612821144747,0.7166673499582594,0.717747927965418,0.7155867719511009
49,0.69516808,0.7057829344052622,0.7083174405821182,0.7032484282284062,0.7136322498662069,0.7143389924462956,0.7129255072861181
50,0.69516808,0.6873524259273365,0.6903649561619198,0.6843398956927531,0.7042687369845773,0.7053421028382997,0.7031953711308548
51,0.69516808,0.7072158742784662,0.7096864369835483,0.7047453115733842,0.7055040404166384,0.706539585857646,0.7044684949756308
52,0.69516808,0.6402146156186332,0.6431536848719962,0.6372755463652703,0.6851850776820003,0.6860997562661411,0.6842703990978596
53,0.69516808,0.7036459261900516,0.7055604154050754,0.7017314369750278,0.6944048149388902,0.6953609512473579,0.6934486786304225
54,0.69516808,0.6510836747133117,0.6532995306647765,0.648867818761847,0.6819378603886426,0.6825755392515017,0.6813001815257834
55,0.69516808,0.7130645413345835,0.7147709011708359,0.7113581814983312,0.6963997702630004,0.6971925699260278,0.6956069705999729
56,0.69516808,0.7062557972906172,0.7076648961386957,0.7048466984425387,0.70013652580828,0.7006707631758978,0.6996022884406622
57,0.69516808,0.7341573435605985,0.7353415144186443,0.7329731727025527,0.7141242163011134,0.7146110892379596,0.7136373433642673
58,0.69516808,0.7270994243009368,0.7283984041809407,0.7258004444209328,0.7185000932875977,0.7189381730596439,0.7180620135155514
59,0.69516808,0.6792408163265307,0.6808080811887604,0.677673551464301,0.7049470123256139,0.7054880632366568,0.7044059614145709
